date,title,newspaper
2020-09-14,"Meet Yoshihide Suga, elected Japan’s next PM who begins and ends his day with 100 sit-ups",hindustantimes
2020-09-14,"Farmers protest agri reforms, fear exploitation, monopolies",hindustantimes
2020-09-14,Abhay slam BJP for ‘anti-farmer’ policies,hindustantimes
2020-09-14,"Farmers remind govt of promise to double their income, hold lalkar rallies in 5 Punjab districts",hindustantimes
2020-09-14,Farmers seek compensation for damaged crops during mahapanchayat in Hisar’s Balsamand village,hindustantimes
2020-09-14,Bhartiya Kisan Union begins online registration of farmers joining protest in Haryana,hindustantimes
2020-09-14,Congress councillor opposes serving of CLU notices to shopkeepers in Ludhiana,hindustantimes
2020-09-14,"Question hour: Land acquisition for Pathankot-Mandi four lane initiated, says Jai Ram",hindustantimes
2020-09-14,"Farmers on warpath, Khattar govt on backfoot",hindustantimes
2020-09-14,Ensure fair deal for farmers,tribune-haryana
2020-09-14,"Haryana farmers to hold protests, block roads on September 20",tribune-haryana
2020-09-14,"BJP panel’s aim is to mislead, says Bhupinder Singh Hooda",tribune-haryana
2020-09-14,"BJP panel meets peasants, traders in Haryana",tribune-haryana
2020-09-14,Two stabbed to death in Sonepat,tribune-haryana
2020-09-14,Ensure fair deal for farmers,tribune-punjab
2020-09-14,"Raghuvansh babu, the architect of MGNREGA and India’s most influential rural development minister",hindustantimes
2020-09-14,"Himachal Pradesh reports 326 new Covid cases, 4 deaths",timesofindia
2020-09-14,Officials from BDO’s office came to rescue,timesofindia
2020-09-14,Ahmedabad: Scheduled caste man run over with tractor for urinating in farm,timesofindia
2020-09-14,"Congress to raise LAC row, farm reforms",hindu
2020-09-14,Case against 10 persons,hindu
2020-09-14,Protest brewing against eco-sensitive zone notification,hindu
2020-09-14,SAD wants Centre to go-slow on ordinances,hindu
2020-09-14,U.P. books Mukhtar Ansari’s wife under Gangsters Act,hindu
2020-09-14,‘BJP-JJP govt. has been rocked by scandals’,hindu
2020-09-14,Farm ordinances: Punjab CM denies Centre’s claim of state being on board,tribune-punjab
2020-09-14,"Congress, allies to oppose 4 Bills",tribune-nation
2020-09-14,Centre introduces farm sector reform Bills in Parliament amid protests,tribune-nation
2020-09-14,"Farmers’ Ordinances: Akalis to join hands with Haryana’s JJP, Jat Mahasabha, UP farmers for joint strategy",tribune-punjab
2020-09-14,Farmers to burn copies of agri ordinances,timesofindia
2020-09-14,Selja flays BJP over Pesticide Management Bill,timesofindia
2020-09-14,SAD’s fresh stand on ordinances poll gimmick: Capt,tribune-punjab
2020-09-14,Covid hit efforts to create build-up for farm ordinances: MPs,timesofindia
2020-09-14,Capt dares Sukhbir to quit BJP alliance,timesofindia
2020-09-14,"Contractor, son beat up farmer for demanding dues",timesofindia
2020-09-14,Bundelkhand turning into graveyard of farmers due to flawed policies of state govt: Lallu,timesofindia
2020-09-14,Random sampling for Covid-19 test keeps visitors away: City mkt vendors,timesofindia
2020-09-14,Anger over ESZ notice has familiar ring to it,timesofindia
2020-09-14,Trader dupes 10 farmers of Rs 3.27L in Sinnar,timesofindia
2020-09-14,Yogi govt to give Rs 20L to kin of prodigious UP girl who died in accident,timesofindia
2020-09-14,"NDRF tour of flood-hit disaster over, Maharashtra seeks Rs700 crore",timesofindia
2020-09-14,"House plan: Congress to oppose 4 ordinances, quiz government on LAC",timesofindia
2020-09-14,19 farmers’ assns close ranks against ordinances,timesofindia
2020-09-14,"Farm bills to be tabled in Parliament today, Akali Dal in dilemma",timesofindia
2020-09-14,"Library, memorial, Rs 20 lakh in name of Bulandshahr girl killed in road accident",timesofindia
2020-09-14,Punjab farmers plan stir in Delhi,timesofindia
2020-09-14,Congress: PM must explain ‘no-intrusion’ line,telegraph
2020-09-15,"Centre transferred Rs 38,282 cr to farmers under PM-KISAN during Apr-Aug: Narendra Singh Tomar",deccanherald
2020-09-15,"Government tables farm Bills, Opposition calls  it direct attack on federal structure",tribune-nation
2020-09-15,Mandi BJP MP Ram Swaroop accuses Shiv Sena of ill-treating Kangana Ranaut,tribune-nation
2020-09-15,Not consulted before 3 agri-ordinances: BJP ally Akali Dal; govt says states were in the loop,tribune-nation
2020-09-15,No subsidy or loan waiver for farmers growing wrong crops,deccanherald
2020-09-15,Lok Sabha passes Bill that removes stock limits on farm commodities,deccanherald
2020-09-15,Not consulted before 3 agri-ordinances: BJP ally Akali Dal; govt says states were in the loop,tribune-punjab
2020-09-15,Farmers protesting agri ordinances lay siege to NH-44 in Khanna,hindustantimes
2020-09-15,Stir against Centre’s agriculture ordinances: Haryana farmers’ unions to protest in Delhi today,hindustantimes
2020-09-15,"Will PM speak in Parliament on China issue, asks Congress",hindu
2020-09-15,Three agri reform Bills introduced,hindu
2020-09-15,Farm ordinances: BKU delegation to meet Union Agriculture Minister today,tribune-haryana
2020-09-15,Call for govt job to kin of man-animal conflict victims,timesofindia
2020-09-15,More shops open in Kallikudi market,timesofindia
2020-09-15,Farmer ends life after crop loss,timesofindia
2020-09-15,"5 die in HP, tally set to cross 10k",timesofindia
2020-09-15,"Sec 26 mandi to resume from today, vistors must follow precautions",timesofindia
2020-09-15,"Alcoholic killed by wife, minor son in Pilibhit, arrested",timesofindia
2020-09-15,Electricity bill relief for farmers in Rajasthan likely: Govind Singh Dotasra,timesofindia
2020-09-15,Unseasonal rain wreaks havoc in Shahjahanpur,timesofindia
2020-09-15,"50% of cow cess for cattle conservation, says CM Gehlot",timesofindia
2020-09-15,Nath asks Kisan Con to uproot anti-farmer govt from state,timesofindia
2020-09-15,"Congress targets government, uses China, corona and farm ordinances as ammo",timesofindia
2020-09-15,"Farm ordinances: Inside Parliament, MPs up ante against Centre",tribune-punjab
2020-09-15,Unions: Won’t allow monoply of corporates,tribune-punjab
2020-09-15,Chief Minister-led panel to meet Governor on farm ordinances,tribune-punjab
2020-09-15,Punjab farmers unite to oppose ordinances,tribune-punjab
2020-09-15,Villagers hold protest over police ‘inaction’,tribune-punjab
2020-09-15,"Punjab farmers block roads, say MPs supporting farm Bills to be barred from villages",tribune-punjab
2020-09-15,‘Withdraw ordinances detrimental to ryots’,hindu
2020-09-15,Punjab never endorsed ordinances: CM,hindu
2020-09-15,29 groups set to launch campaign against govt.,hindu
2020-09-15,Yoshihide Suga set to become Japan PM,hindu
2020-09-15,Haryana farmers’ leader wants Centre’s undertaking on MSP for foodgrains,hindustantimes
2020-09-15,Farmers block highway in Phagwaraagainst Centre’s agri-ordinances,hindustantimes
2020-09-15,Punjab farmers protesting Centre’s agri ordinances lay siege to 3 bridges for hours,hindustantimes
2020-09-15,"Never backed Centre’s agri ordinances, says Punjab CM",hindustantimes
2020-09-15,Body of 8-year-old who fell in open chamber in Nerul found in creek,hindustantimes
2020-09-15,"Himachal logs 5 deaths, 364 fresh coronavirus cases",hindustantimes
2020-09-15,Farmer dies of shock  as Ganga gulps home,telegraph
2020-09-15,Farm bill protest in Lok Sabha,telegraph
2020-09-15,Farmer protests against agri ordinances politically motivated: Shanta Kumar,hindustantimes
2020-09-15,Farmers protest against agri ordinances,hindu
2020-09-16,"NCP, Congress hit out at Centre over ban on onion export in Maharashtra",deccanherald
2020-09-16,"Uttar Pradesh government collecting charges for unloading, cleaning wheat: MP Javed Ali Khan",deccanherald
2020-09-16,SAD asks Rajya Sabha MPs to oppose farm Bills,deccanherald
2020-09-16,Maharashtra govt to write to Centre for onion export ban roll-back,deccanherald
2020-09-16,"Back to work after Covid, Khattar reviews govt work from home",timesofindia
2020-09-16,"Last 5,000 cases in 22 days in Himachal Pradesh, 1st 5,000 in 158",timesofindia
2020-09-16,"Covid-19 derails admissions to govt primary, upper primary schools in Agra",timesofindia
2020-09-16,"All three farm sector bills brought by Modi govt far-sighted, will boost agricultural production: J P Nadda",deccanherald
2020-09-16,Goa: Arecanut ryots stare at 30% crop loss due to fungal attack,timesofindia
2020-09-16,"MP: Seed to tiller ‘scams’, bitter harvest for horticulture departmet",timesofindia
2020-09-16,Punjab CM seeks apology from Union Minister Danve,hindu
2020-09-16,AAP criticises BJP for ‘anti-farmer’ laws,hindu
2020-09-16,Deliberate assault on farmers: Punjab CM,hindu
2020-09-16,A long wait for farmers to get pattadar passbooks,hindu
2020-09-16,Prices of veggies rise despite fall in demand,hindu
2020-09-16,Maharashtra’s farmers hit out at Centre’s onion export ban,hindu
2020-09-16,Ahmedabad: Onion price may touch Rs 100/kg by end of October,timesofindia
2020-09-16,Narendra Modi sows agri reforms,telegraph
2020-09-16,Question hour: 87 cases pending under Section 118 of HP Land Tenancy Act,hindustantimes
2020-09-16,Two persons arrested for murdering farmer leader in Jewar,hindustantimes
2020-09-16,End of Shinzo Abe era leaves Japan still searching for way forward,hindustantimes
2020-09-16,"Bills for farmers’ benefit but Cong creating hurdles, says Nadda",hindustantimes
2020-09-16,"Congress writes to Rajya Sabha chairman, demands four-hour debate on Covid-19",hindustantimes
2020-09-16,"Onion export ban: Political parties, farmers organisations in Maharashtra oppose move",hindustantimes
2020-09-16,"Girl gangraped by boyfriend, aide; duo arrested after video goes viral",timesofindia
2020-09-16,Flood hit farmers to get aid at 5-year-old rates in Nagpur,timesofindia
2020-09-16,HC upholds cop’s acquittal in corruption case,timesofindia
2020-09-16,"Drum seeders help farmers save on labour, cost and time",timesofindia
2020-09-16,"Bihar assembly elections: People will uproot NDA govt, says Congress's Harish Rawat",timesofindia
2020-09-16,"Lok Sabha clears one of 3 farm Bills, SAD says wasn’t consulted",tribune-punjab
2020-09-16,"Fearing shortage, locals stock up medical oxygen cylinders",tribune-punjab
2020-09-16,Angry farmers lay siege to highways,tribune-punjab
2020-09-16,"Amarinder announces withdrawal of FIRs filed against farmers, no fresh cases to be registered for violation of Section 144",tribune-punjab
2020-09-16,Amarinder leads PPCC delegation to meet Governor on Centre's Agriculture bills,tribune-punjab
2020-09-16,"Farmers from Punjab, Haryana stage protest in Delhi over agricultural bills; detained",tribune-punjab
2020-09-16,"Farmers are upset, please talk to them and allay their fears, Fathegarh Sahib MP Amar Singh tells govt",tribune-punjab
2020-09-16,Bharatiya Kisan Union (Charuni) boycotts meet with Union Agriculture Minister Narendra Tomar,tribune-haryana
2020-09-16,New Congress in charge to address factionalism in Haryana,tribune-haryana
2020-09-16,"Farmers from Punjab, Haryana stage protest in Delhi over agricultural bills; detained",tribune-haryana
2020-09-16,"Lok Sabha clears one of 3 farm Bills, SAD says wasn’t consulted",tribune-nation
2020-09-16,"In Rajya Sabha, Jaya Bachchan slams those vilifying Bollywood",tribune-nation
2020-09-16,"Congress has always misled farmers, says Nadda",tribune-nation
2020-09-16,"Farmers are upset, please talk to them and allay their fears, Fathegarh Sahib MP Amar Singh tells govt",tribune-nation
2020-09-16,Enactment of farm bills will lead to 'unrest' in Punjab: Amarinder,deccanherald
2020-09-16,"Himachal logs 8 deaths, 419 fresh cases",hindustantimes
2020-09-16,Pilot slams govt's agri-related bills as 'anti-farmer',deccanherald
2020-09-16,"Lok Sabha clears contentious farm bill, SAD votes against it",hindustantimes
2020-09-16,‘SAD upheld its rich traditions by opposing ordinances’,hindustantimes
2020-09-16,Farmers lift blockadesfrom 3 Majha bridges,hindustantimes
2020-09-16,"Cong panel meets governor, Capt warns of social unrest if agri ordinances enacted as laws",hindustantimes
2020-09-16,"Ban on export of onions will benefit Pakistan exporters, says NCP chief Sharad Pawar",hindustantimes
2020-09-16,Cracks surface in farmers’ unions in Haryana,hindustantimes
2020-09-16,Congress to seek special session of Haryana assembly over farm Bills: Bhupinder Singh Hooda,hindustantimes
2020-09-16,Farmer bodies declare Punjab bandh on Sept 25,hindustantimes
2020-09-16,"Farmers take out protest march in Mohali against proposed agri laws, power bill",hindustantimes
2020-09-16,Sukhbir asks party MPs to oppose agri Bills,hindustantimes
2020-09-16,HC tells farmers to follow guidelines during protests,hindustantimes
2020-09-16,"Farmers threaten to stop work on Delhi-Meerut Expressway, demand hiked compensation",hindustantimes
2020-09-16,Punjab CM announces withdrawal of FIRs against protesting farmers,hindustantimes
2020-09-16,SAD’s pretence of protecting farmers exposed: Amarinder,hindustantimes
2020-09-16,"Punjab farmers continue siege of 3 key bridges, block highways against agri ordinances",hindustantimes
2020-09-16,Farmers start six-day-long protest outside ex-Punjab CM Badal’s Muktsar residence,hindustantimes
2020-09-17,Harsimrat Kaur Badal quits Modi government over agricultural reform bills,deccanherald
2020-09-17,"Congress MPs from Punjab burn copies of farm bills, party protests in Parliament",deccanherald
2020-09-17,Congress MPs demand withdrawal of agri-related Bills,tribune-punjab
2020-09-17,"Harsimrat’s resignation from Union Cabinet: Too little too late, says Capt Amarinder",tribune-punjab
2020-09-17,Unrest in border state can be dangerous: Captain Amarinder Singh,tribune-punjab
2020-09-17,"Lok Sabha passes two agricultural sector bills, Modi loses minister",deccanherald
2020-09-17,"Rajasthan: Ashok Gehlot, Sachin Pilot term Centre’s new agriculture bill as anti-farmer",timesofindia
2020-09-17,"Rajasthan: Ashok Gehlot, Sachin Pilot term Centre’s new agriculture bill as anti-farmer",timesofindia
